Match ID	taxonomy	annotation ID	ype	distance	relation	product

AC016113.9/149404-149334(-)	9606	id-AC016113.9:144537..144982	repeat_region	4352	near	None
AC016113.9/149404-149334(-)	9606	id-AC016113.9:145604..145686	repeat_region	3648	near	None
AC016113.9/149404-149334(-)	9606	id-AC016113.9:147213..147508	repeat_region	1826	near	None
AC016113.9/149404-149334(-)	9606	id-AC016113.9:151628..151772	repeat_region	-2224	near	None
AC016113.9/149404-149334(-)	9606	id-AC016113.9:153578..153717	repeat_region	-4174	near	None

AC009800.13/147470-147540(+)	9606	AC009800.13:1..167249	region	0	inside e19709	['genomic DNA']
AC009800.13/147470-147540(+)	9606	id-AC009800.13:143153..143292	repeat_region	-4178	near	None
AC009800.13/147470-147540(+)	9606	id-AC009800.13:145110..145238	repeat_region	-2232	near	None
AC009800.13/147470-147540(+)	9606	id-AC009800.13:149366..149661	repeat_region	1826	near	None
AC009800.13/147470-147540(+)	9606	id-AC009800.13:151188..151270	repeat_region	3648	near	None
AC009800.13/147470-147540(+)	9606	id-AC009800.13:151892..152337	repeat_region	4352	near	None

BS000029.1/160046-159976(-)	9598	REVERSE:BS000029.1:1..173573	region	0	inside e13527	['genomic DNA']

AC093755.2/89752-89682(-)	9606	REVERSE:AC093755.2:1..146673	region	0	inside e56921	['genomic DNA']
AC093755.2/89752-89682(-)	9606	REVERSE:id-AC093755.2:87166..87393	sequence_feature	-2289	near	None

AP000442.6/26494-26427(-)	9606	REVERSE:AP000442.6:1..117502	region	0	inside s26426	['genomic DNA']

AC231251.3/111578-111509(-)	9358	REVERSE:AC231251.3:1..117881	region	0	inside e6303	['genomic DNA']

AC096577.3/75290-75220(-)	9606	REVERSE:AC096577.3:1..156095	region	0	inside s75219	['genomic DNA']
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:70095..70349	repeat_region	-4871	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:72521..72552	repeat_region	-2668	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:74170..74280	repeat_region	-940	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:75761..76646	repeat_region	471	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:76658..76821	repeat_region	1368	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:76824..77055	repeat_region	1534	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:77137..77315	repeat_region	1847	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:78451..78869	sequence_feature	3161	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:78540..78679	repeat_region	3250	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:79495..79682	repeat_region	4205	near	None
AC096577.3/75290-75220(-)	9606	REVERSE:id-AC096577.3:80207..80353	repeat_region	4917	near	None

AC200762.3/48990-49060(+)	9598	AC200762.3:1..201590	region	0	inside s48989	['genomic DNA']

AP003125.2/146127-146057(-)	9606	REVERSE:AP003125.2:1..180711	region	0	inside e34584	['genomic DNA']

AC008891.7/56881-56811(-)	9606	REVERSE:AC008891.7:1..117628	region	0	inside s56810	['genomic DNA']
AC008891.7/56881-56811(-)	9606	REVERSE:id-AC008891.7:1..117628	region	0	inside s56810	None

AC193917.4/160012-159942(-)	9598	REVERSE:AC193917.4:1..226458	region	0	inside e66446	['genomic DNA']

AL355152.8/12088-12158(+)	9606	AL355152.8:1..118151	region	0	inside s12087	['genomic DNA']

AC206238.4/73035-73105(+)	9601	AC206238.4:1..219680	region	0	inside s73034	['genomic DNA']

LT160001.1/66823838-66823907(+)	9541	LT160001.1:1..190673448	region	0	inside s66823837	['genomic DNA']

AC226639.5/1504-1437(-)	30538	REVERSE:AC226639.5:1..210982	region	0	inside s1436	['genomic DNA']
AC226639.5/1504-1437(-)	30538	REVERSE:id-AC226639.5:3910..3922	sequence_feature	2406	near	None
AC226639.5/1504-1437(-)	30538	REVERSE:id-AC226639.5:4771..4771	sequence_feature	3267	near	None
AC226639.5/1504-1437(-)	30538	REVERSE:id-AC226639.5:4819..4821	sequence_feature	3315	near	None

AC193892.3/147438-147368(-)	9598	REVERSE:AC193892.3:1..194909	region	0	inside e47471	['genomic DNA']

AC096774.1/16213-16283(+)	9606	AC096774.1:1..178438	region	0	inside s16212	['genomic DNA']
AC096774.1/16213-16283(+)	9606	id-AC096774.1:10014..12150	repeat_region	-4063	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:12151..12448	repeat_region	-3765	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:12449..14449	repeat_region	-1764	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:14418..15977	repeat_region	-236	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:15988..18548	repeat_region	0	inside s225	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:16937..16976	repeat_region	654	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:18719..20022	repeat_region	2436	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:19495..19519	repeat_region	3212	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:19589..19609	repeat_region	3306	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:20412..21101	repeat_region	4129	near	None
AC096774.1/16213-16283(+)	9606	id-AC096774.1:21216..21348	repeat_region	4933	near	None

NG_029605.1/72387-72457(+)	9606	NG_029605.1:1..104392	region	0	inside e31935	['genomic DNA']
NG_029605.1/72387-72457(+)	9606	gene-IL15	gene	0	inside e29935	None
NG_029605.1/72387-72457(+)	9606	rna-NM_000585.4	mRNA	0	inside e29935	['interleukin 15, transcript variant 3']

AC270842.1/163250-163320(+)	9598	AC270842.1:1..181728	region	0	inside e18408	['genomic DNA']

AC270844.1/78200-78270(+)	9598	AC270844.1:1..226445	region	0	inside s78199	['genomic DNA']

AC026185.4/102737-102667(-)	9606	REVERSE:AC026185.4:1..154923	region	0	inside e52186	['genomic DNA']

AL158040.14/196872-196942(+)	9606	AL158040.14:1..213648	region	0	inside e16706	['genomic DNA']

AJ271735.1/98515-98445(-)	9606	REVERSE:AJ271735.1:1..240000	region	0	inside s98444	['genomic DNA']
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:91398..95508	repeat_region	-2937	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:95510..95911	repeat_region	-2534	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:95587..95919	repeat_region	-2526	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:96590..99596	repeat_region	0	inside e1081	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:99599..100094	repeat_region	1084	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:100097..101044	repeat_region	1582	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:101064..101116	repeat_region	2549	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:101123..101168	repeat_region	2608	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:101199..101221	repeat_region	2684	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:101222..102225	repeat_region	2707	near	None
AJ271735.1/98515-98445(-)	9606	REVERSE:id-AJ271735.1:102238..102468	repeat_region	3723	near	None

AC025226.4/72289-72359(+)	9606	AC025226.4:1..168066	region	0	inside s72288	['genomic DNA']
AC025226.4/72289-72359(+)	9606	id-AC025226.4:65792..67715	repeat_region	-4574	near	None
AC025226.4/72289-72359(+)	9606	id-AC025226.4:67746..68318	repeat_region	-3971	near	None
AC025226.4/72289-72359(+)	9606	id-AC025226.4:68319..68566	repeat_region	-3723	near	None
AC025226.4/72289-72359(+)	9606	id-AC025226.4:68570..69582	repeat_region	-2707	near	None
AC025226.4/72289-72359(+)	9606	id-AC025226.4:69739..70710	repeat_region	-1579	near	None
AC025226.4/72289-72359(+)	9606	id-AC025226.4:70711..71206	repeat_region	-1083	near	None
AC025226.4/72289-72359(+)	9606	id-AC025226.4:71207..74214	repeat_region	0	inside s1082	None

AC206039.3/120575-120505(-)	9601	REVERSE:AC206039.3:1..199179	region	0	inside e78604	['genomic DNA']

AC009090.12/43009-42939(-)	9606	REVERSE:AC009090.12:1..198253	region	0	inside s42938	['genomic DNA']

NG_034149.1/19004-19074(+)	9606	NG_034149.1:1..86804	region	0	inside s19003	['genomic DNA']
NG_034149.1/19004-19074(+)	9606	gene-DARS	gene	0	inside s14003	None
NG_034149.1/19004-19074(+)	9606	rna-NM_001349.3	mRNA	0	inside s14003	['aspartyl-tRNA synthetase, transcript variant 1']

LT571452.1/60847387-60847317(-)	9600	REVERSE:LT571452.1:1..136302887	region	0	inside s60847316	['genomic DNA']

CP011888.1/78797542-78797612(+)	112262	CP011888.1:1..224538689	region	0	inside s78797541	['genomic DNA']

AC060766.8/95440-95370(-)	9606	id-AC060766.8:90326..90603	repeat_region	4767	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:90606..90749	repeat_region	4621	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:91365..91529	repeat_region	3841	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:92313..92439	repeat_region	2931	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:92444..92639	repeat_region	2731	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:92670..92711	repeat_region	2659	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:95449..96321	repeat_region	-9	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:99202..99460	repeat_region	-3762	near	None
AC060766.8/95440-95370(-)	9606	id-AC060766.8:99728..99846	repeat_region	-4288	near	None

AL713984.7/41702-41632(-)	9606	REVERSE:AL713984.7:1..161584	region	0	inside s41631	['genomic DNA']

AC004027.1/18990-18920(-)	9606	REVERSE:AC004027.1:1..133191	region	0	inside s18919	['genomic DNA']
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:13560..14046	repeat_region	-4874	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:14047..14077	repeat_region	-4843	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:14088..14366	repeat_region	-4554	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:14367..14403	repeat_region	-4517	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:15576..15604	repeat_region	-3316	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:16006..16071	repeat_region	-2849	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:16194..16422	repeat_region	-2498	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:16704..17319	repeat_region	-1601	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:17604..17631	repeat_region	-1289	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:18449..18988	repeat_region	0	partial e541	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:19004..19016	repeat_region	14	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:19017..19045	repeat_region	27	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:19046..19448	repeat_region	56	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:19456..20087	repeat_region	466	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:20088..20830	repeat_region	1098	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:20822..20908	repeat_region	1832	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:21246..21274	repeat_region	2256	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:21964..22056	repeat_region	2974	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:22057..22133	repeat_region	3067	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:22154..22225	repeat_region	3164	near	None
AC004027.1/18990-18920(-)	9606	REVERSE:id-AC004027.1:23731..23755	repeat_region	4741	near	None

AC079799.7/58216-58286(+)	9606	AC079799.7:1..172495	region	0	inside s58215	['genomic DNA']
AC079799.7/58216-58286(+)	9606	id-AC079799.7:53440..53464	repeat_region	-4752	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:54971..55042	repeat_region	-3174	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:55063..55139	repeat_region	-3077	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:55140..55232	repeat_region	-2984	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:55922..55950	repeat_region	-2266	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:56292..56378	repeat_region	-1838	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:56370..57112	repeat_region	-1104	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:57113..57744	repeat_region	-472	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:57745..58757	repeat_region	0	inside s471	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:59585..59810	repeat_region	1299	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:59886..60501	repeat_region	1600	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:60783..61011	repeat_region	2497	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:61132..61197	repeat_region	2846	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:61599..61627	repeat_region	3313	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:62800..62836	repeat_region	4514	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:62837..63115	repeat_region	4551	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:63126..63156	repeat_region	4840	near	None
AC079799.7/58216-58286(+)	9606	id-AC079799.7:63157..63643	repeat_region	4871	near	None

CU928845.5/9026-8956(-)	9823	REVERSE:CU928845.5:1..214242	region	0	inside s8955	['genomic DNA']

LT634571.1/56117603-56117533(-)	9823	REVERSE:LT634571.1:1..129927919	region	0	inside s56117532	['genomic DNA']

Z70689.2/27772-27702(-)	9606	REVERSE:id-Z70689.2:1..31884	sequence_feature	0	inside e4112	None
Z70689.2/27772-27702(-)	9606	REVERSE:Z70689.2:1..33884	region	0	inside e6112	['genomic DNA']
Z70689.2/27772-27702(-)	9606	REVERSE:id-Z70689.2:31785..31785	sequence_feature	4013	near	None

AL590069.5/150817-150747(-)	9606	REVERSE:AL590069.5:1..158828	region	0	inside e8011	['genomic DNA']
AL590069.5/150817-150747(-)	9606	REVERSE:id-AL590069.5:101..158828	sequence_feature	0	inside e8011	None

AC234791.5/32536-32606(+)	9606	AC234791.5:1..187374	region	0	inside s32535	['genomic DNA']

AC235565.3/170407-170337(-)	9606	REVERSE:AC235565.3:1..187533	region	0	inside e17126	['genomic DNA']

AC004887.2/78174-78243(+)	9606	AC004887.2:1..176929	region	0	inside s78173	['genomic DNA']
AC004887.2/78174-78243(+)	9606	id-AC004887.2:73065..73330	repeat_region	-4844	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:73347..73516	repeat_region	-4658	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:73815..73846	repeat_region	-4328	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:73849..74097	repeat_region	-4077	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:74165..74256	repeat_region	-3918	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:74305..74656	repeat_region	-3518	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:74657..74956	repeat_region	-3218	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:75060..75338	repeat_region	-2836	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:75513..75536	repeat_region	-2638	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:75640..75945	repeat_region	-2229	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:76366..76676	repeat_region	-1498	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:76828..76927	repeat_region	-1247	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:77081..78702	repeat_region	0	inside e459	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:78692..78891	repeat_region	449	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:78892..79188	repeat_region	649	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:79189..79615	repeat_region	946	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:79673..80089	repeat_region	1430	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:80207..80392	repeat_region	1964	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:80393..80741	repeat_region	2150	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:80742..81049	repeat_region	2499	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:81050..81118	repeat_region	2807	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:81119..81169	repeat_region	2876	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:81180..81527	repeat_region	2937	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:81534..81917	repeat_region	3291	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:81918..82323	repeat_region	3675	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:82328..82368	repeat_region	4085	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:82369..82672	repeat_region	4126	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:82673..82786	repeat_region	4430	near	None
AC004887.2/78174-78243(+)	9606	id-AC004887.2:83190..83625	repeat_region	4947	near	None

AC192639.2/14406-14337(-)	9598	REVERSE:AC192639.2:1..162439	region	0	inside s14336	['genomic DNA']

AC198879.3/60589-60520(-)	9598	REVERSE:AC198879.3:1..163032	region	0	inside s60519	['genomic DNA']

AL160231.4/57889-57819(-)	9606	REVERSE:AL160231.4:1..194173	region	0	inside s57818	['genomic DNA']

AC146276.2/129175-129105(-)	9598	REVERSE:AC146276.2:1..180335	region	0	inside e51160	['genomic DNA']

AC146277.2/68965-69035(+)	9598	AC146277.2:1..160219	region	0	inside s68964	['genomic DNA']

AL157687.6/135359-135429(+)	9606	AL157687.6:1..197346	region	0	inside e61917	['genomic DNA']

AL161668.6/198552-198622(+)	9606	AL161668.6:1..203363	region	0	inside e4741	['genomic DNA']

CU481906.5/130890-130960(+)	9823	CU481906.5:1..158061	region	0	inside e27101	['genomic DNA']

CU914427.4/13617-13687(+)	9823	CU914427.4:1..128874	region	0	inside s13616	['genomic DNA']

LT634571.1/116341788-116341858(+)	9823	LT634571.1:1..129927919	region	0	inside e13586061	['genomic DNA']

LT634571.1/116387576-116387646(+)	9823	LT634571.1:1..129927919	region	0	inside e13540273	['genomic DNA']

AC010482.8/91249-91179(-)	9606	REVERSE:AC010482.8:1..203278	region	0	inside s91178	['genomic DNA']
AC010482.8/91249-91179(-)	9606	REVERSE:id-AC010482.8:1..203278	region	0	inside s91178	None

AC004583.1/18341-18271(-)	9606	id-AC004583.1:14149..14443	repeat_region	3828	near	None
AC004583.1/18341-18271(-)	9606	id-AC004583.1:15334..15620	repeat_region	2651	near	None
AC004583.1/18341-18271(-)	9606	id-AC004583.1:15719..16008	repeat_region	2263	near	None
AC004583.1/18341-18271(-)	9606	id-AC004583.1:16362..16765	repeat_region	1506	near	None
AC004583.1/18341-18271(-)	9606	id-AC004583.1:20719..21497	repeat_region	-2378	near	None
AC004583.1/18341-18271(-)	9606	id-AC004583.1:22629..22928	repeat_region	-4288	near	None
AC004583.1/18341-18271(-)	9606	aln28	match	0	inside s2	None
AC004583.1/18341-18271(-)	9606	aln47	match	-2543	near	None
AC004583.1/18341-18271(-)	9606	aln62	match	3575	near	None
AC004583.1/18341-18271(-)	9606	aln72	match	-1509	near	None
AC004583.1/18341-18271(-)	9606	aln80	match	2605	near	None
AC004583.1/18341-18271(-)	9606	aln82	match	4924	near	None
AC004583.1/18341-18271(-)	9606	aln88	match	973	near	None
AC004583.1/18341-18271(-)	9606	aln127	match	-140	near	None

AC126332.9/157531-157601(+)	9606	AC126332.9:1..161099	region	0	inside e3498	['genomic DNA']
AC126332.9/157531-157601(+)	9606	id-AC126332.9:152943..153251	repeat_region	-4280	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:153818..153822	sequence_uncertainty	-3709	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:153899..153903	sequence_uncertainty	-3628	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:153930..153936	sequence_uncertainty	-3595	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:153982..153988	sequence_uncertainty	-3543	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:154377..155156	repeat_region	-2375	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:158614..158900	repeat_region	1013	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:159082..159221	repeat_region	1481	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:159224..159510	repeat_region	1623	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:159511..159561	repeat_region	1910	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:159855..160162	repeat_region	2254	near	None
AC126332.9/157531-157601(+)	9606	id-AC126332.9:160242..160541	repeat_region	2641	near	None

AC100760.5/10203-10273(+)	9606	AC100760.5:1..51536	region	0	inside s10202	['genomic DNA']
AC100760.5/10203-10273(+)	9606	id-AC100760.5:7013..7314	repeat_region	-2889	near	None
AC100760.5/10203-10273(+)	9606	id-AC100760.5:11269..11571	repeat_region	996	near	None
AC100760.5/10203-10273(+)	9606	id-AC100760.5:11754..11895	repeat_region	1481	near	None
AC100760.5/10203-10273(+)	9606	id-AC100760.5:11898..12183	repeat_region	1625	near	None
AC100760.5/10203-10273(+)	9606	id-AC100760.5:12184..12235	repeat_region	1911	near	None
AC100760.5/10203-10273(+)	9606	id-AC100760.5:12529..12831	repeat_region	2256	near	None
AC100760.5/10203-10273(+)	9606	id-AC100760.5:12911..13210	repeat_region	2638	near	None
AC100760.5/10203-10273(+)	9606	id-AC100760.5:14079..14386	repeat_region	3806	near	None

AC136687.6/27124-27194(+)	9606	AC136687.6:1..180708	region	0	inside s27123	['genomic DNA']
AC136687.6/27124-27194(+)	9606	id-AC136687.6:23931..24235	repeat_region	-2889	near	None
AC136687.6/27124-27194(+)	9606	id-AC136687.6:28190..28492	repeat_region	996	near	None
AC136687.6/27124-27194(+)	9606	id-AC136687.6:28685..28815	repeat_region	1491	near	None
AC136687.6/27124-27194(+)	9606	id-AC136687.6:28818..29103	repeat_region	1624	near	None
AC136687.6/27124-27194(+)	9606	id-AC136687.6:29104..29155	repeat_region	1910	near	None
AC136687.6/27124-27194(+)	9606	id-AC136687.6:29449..29757	repeat_region	2255	near	None
AC136687.6/27124-27194(+)	9606	id-AC136687.6:29837..30136	repeat_region	2643	near	None
AC136687.6/27124-27194(+)	9606	id-AC136687.6:31005..31312	repeat_region	3811	near	None

AC137568.8/171025-171095(+)	9606	AC137568.8:1..199045	region	0	inside e27950	['genomic DNA']
AC137568.8/171025-171095(+)	9606	id-AC137568.8:167832..168137	repeat_region	-2888	near	None
AC137568.8/171025-171095(+)	9606	id-AC137568.8:172091..172393	repeat_region	996	near	None
AC137568.8/171025-171095(+)	9606	id-AC137568.8:172586..172716	repeat_region	1491	near	None
AC137568.8/171025-171095(+)	9606	id-AC137568.8:172719..173004	repeat_region	1624	near	None
AC137568.8/171025-171095(+)	9606	id-AC137568.8:173005..173056	repeat_region	1910	near	None
AC137568.8/171025-171095(+)	9606	id-AC137568.8:173350..173654	repeat_region	2255	near	None
AC137568.8/171025-171095(+)	9606	id-AC137568.8:173734..174033	repeat_region	2639	near	None
AC137568.8/171025-171095(+)	9606	id-AC137568.8:174899..175206	repeat_region	3804	near	None

AC138748.4/17777-17707(-)	9606	id-AC138748.4:13601..13908	repeat_region	3799	near	None
AC138748.4/17777-17707(-)	9606	id-AC138748.4:14777..15076	repeat_region	2631	near	None
AC138748.4/17777-17707(-)	9606	id-AC138748.4:15156..15457	repeat_region	2250	near	None
AC138748.4/17777-17707(-)	9606	id-AC138748.4:15803..16088	repeat_region	1619	near	None
AC138748.4/17777-17707(-)	9606	id-AC138748.4:16091..16231	repeat_region	1476	near	None
AC138748.4/17777-17707(-)	9606	id-AC138748.4:16414..16716	repeat_region	991	near	None
AC138748.4/17777-17707(-)	9606	id-AC138748.4:20676..20987	repeat_region	-2899	near	None

AC100757.2/151124-151054(-)	9606	id-AC100757.2:146943..147250	repeat_region	3804	near	None
AC100757.2/151124-151054(-)	9606	id-AC100757.2:148116..148415	repeat_region	2639	near	None
AC100757.2/151124-151054(-)	9606	id-AC100757.2:148495..148799	repeat_region	2255	near	None
AC100757.2/151124-151054(-)	9606	id-AC100757.2:149145..149430	repeat_region	1624	near	None
AC100757.2/151124-151054(-)	9606	id-AC100757.2:149433..149563	repeat_region	1491	near	None
AC100757.2/151124-151054(-)	9606	id-AC100757.2:149756..150058	repeat_region	996	near	None
AC100757.2/151124-151054(-)	9606	id-AC100757.2:154012..154317	repeat_region	-2888	near	None

AC023310.4/167093-167023(-)	9606	id-AC023310.4:162917..163224	repeat_region	3799	near	None
AC023310.4/167093-167023(-)	9606	id-AC023310.4:164093..164392	repeat_region	2631	near	None
AC023310.4/167093-167023(-)	9606	id-AC023310.4:164472..164773	repeat_region	2250	near	None
AC023310.4/167093-167023(-)	9606	id-AC023310.4:165119..165404	repeat_region	1619	near	None
AC023310.4/167093-167023(-)	9606	id-AC023310.4:165407..165547	repeat_region	1476	near	None
AC023310.4/167093-167023(-)	9606	id-AC023310.4:165730..166032	repeat_region	991	near	None
AC023310.4/167093-167023(-)	9606	id-AC023310.4:169992..170303	repeat_region	-2899	near	None

AC025138.14/106571-106641(+)	9606	AC025138.14:1..173173	region	0	inside e66532	['genomic DNA']
AC025138.14/106571-106641(+)	9606	id-AC025138.14:103378..103682	repeat_region	-2889	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:103951..103951	sequence_uncertainty	-2620	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:107637..107939	repeat_region	996	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:108132..108262	repeat_region	1491	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:108265..108550	repeat_region	1624	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:108551..108602	repeat_region	1910	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:108896..109197	repeat_region	2255	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:109306..109430	repeat_region	2665	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:110438..110668	repeat_region	3797	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:110711..110868	repeat_region	4070	near	None
AC025138.14/106571-106641(+)	9606	id-AC025138.14:111288..111582	repeat_region	4647	near	None

AC091304.15/27685-27755(+)	9606	AC091304.15:1..179218	region	0	inside s27684	['genomic DNA']
AC091304.15/27685-27755(+)	9606	id-AC091304.15:23097..23405	repeat_region	-4280	near	None
AC091304.15/27685-27755(+)	9606	id-AC091304.15:24531..25310	repeat_region	-2375	near	None
AC091304.15/27685-27755(+)	9606	id-AC091304.15:28768..29054	repeat_region	1013	near	None
